"epoch","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MIN","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MAX","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MIN","resnext50-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MAX","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MIN","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MAX","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MIN","densenet121-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MAX","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MIN","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - _step__MAX","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MIN","resnet18-tiny_imagenet-d10-tau10.0-epoch200-lr0.1-val - acc/train__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX"
"158","791.5","790","793","0.9900913387537003","0.9793102741241455","0.9976359605789185","791.5","790","793","0.9442337304353714","0.8805011510848999","0.9710884690284729","791.5","790","793","0.9906235039234161","0.9798658490180969","1","474.5","474","475","0.9759984910488129","0.9758064150810242","0.9761905670166016","474.5","474","475","0.9872898161411285","0.9858155846595764","0.9887640476226807","474.5","474","475","0.9905521273612976","0.9870967864990234","0.9940074682235718"
"159","796.5","795","798","0.9952708780765533","0.9881757497787476","1","796.5","795","798","0.9244056046009064","0.9037162065505981","0.9430570006370544","796.5","795","798","0.9864182323217392","0.9716666340827942","0.9961905479431152","477.5","477","478","0.9866437315940857","0.9769504070281982","0.9963370561599731","477.5","477","478","0.9971047043800354","0.9963370561599731","0.9978723526000977","477.5","477","478","0.9915196001529694","0.9867021441459656","0.9963370561599731"
"160","801.5","800","803","0.9944873601198196","0.9860140085220337","1","801.5","800","803","0.9469936639070511","0.910455584526062","0.9689542651176453","801.5","800","803","0.9916749894618988","0.9825174808502197","1","480.5","480","481","0.9869559407234192","0.982872486114502","0.9910393953323364","480.5","480","481","0.9908602237701416","0.9870967864990234","0.9946236610412598","480.5","480","481","0.986827939748764","0.98082435131073","0.9928315281867981"
"161","806.5","805","808","0.9937922060489655","0.9836956262588501","1","806.5","805","808","0.9404027611017227","0.92337965965271","0.9611872434616089","806.5","805","808","0.9836118221282959","0.9731544256210327","0.9892857074737549","483.5","483","484","0.9971399903297424","0.9964538812637329","0.997826099395752","483.5","483","484","0.9939849972724915","0.9879699945449829","1","483.5","483","484","0.998670220375061","0.9973404407501221","1"
"162","811.5","810","813","0.9973952323198318","0.9964538812637329","1","811.5","810","813","0.9580255895853043","0.9343607425689697","0.9727891087532043","811.5","810","813","0.9896071255207062","0.9652777910232544","1","486.5","486","487","1","1","1","486.5","486","487","1","1","1","486.5","486","487","0.9920474886894226","0.986842155456543","0.9972528219223022"
"163","816.5","815","818","0.9978827387094498","0.9932432770729065","1","816.5","815","818","0.9780043810606003","0.9748858213424683","0.9817745685577393","816.5","815","818","0.9973925948143005","0.9946428537368774","1","489.5","489","490","0.9974398016929626","0.9948796033859253","1","489.5","489","490","1","1","1","489.5","489","490","0.9896165728569031","0.9807692766189575","0.9984638690948486"
"164","821.5","820","823","0.9931266158819199","0.9758621454238892","1","821.5","820","823","0.9495410770177841","0.9092971086502075","0.9812206029891968","821.5","820","823","0.9898724108934402","0.9822694659233093","0.9976359605789185","492.5","492","493","0.9852015376091003","0.9848958253860474","0.9855072498321533","492.5","492","493","0.9972826838493347","0.9945652484893799","1.0000001192092896","492.5","492","493","0.9986413717269897","0.9972826242446899","1.0000001192092896"
"165","826.5","825","828","0.9966100752353668","0.9932432770729065","1","826.5","825","828","0.9737712442874908","0.9620181322097778","0.9828431010246277","826.5","825","828","0.9991438388824463","0.9965753555297852","1","495.5","495","496","0.9847158193588257","0.9715821743011475","0.9978494644165039","495.5","495","496","1","1","1","495.5","495","496","0.9967948794364929","0.9935897588729858","1"
"166","831.5","830","833","0.9987036883831024","0.9965753555297852","1","831.5","830","833","0.9706580638885498","0.9469999670982361","0.9942529201507568","831.5","830","833","0.9965212196111679","0.9929577708244324","1","498.5","498","499","0.9973685443401337","0.9973685145378113","0.997368574142456","498.5","498","499","0.9991229176521301","0.9982457160949707","1.0000001192092896","498.5","498","499","1.0000000596046448","1","1.0000001192092896"
"167","836.5","835","838","1","1","1","836.5","835","838","0.9825635403394699","0.9700239896774292","0.9933775067329407","836.5","835","838","0.9943494498729706","0.9857143759727478","1","501.5","501","502","0.9896699488162994","0.9829630851745605","0.9963768124580383","501.5","501","502","1","1","1","501.5","501","502","1","1","1"
"168","841.5","840","843","0.9990941435098648","0.9963767528533936","1","841.5","840","843","0.9808198660612106","0.9722222685813904","0.9999998807907104","841.5","840","843","0.9982876181602478","0.9931506514549255","1","504.5","504","505","1","1","1","504.5","504","505","0.9986842572689056","0.9973685145378113","1","504.5","504","505","1","1","1"
"169","846.5","845","848","0.996395543217659","0.9909910559654236","1","846.5","845","848","0.9852213561534882","0.9776995182037354","0.9909910559654236","846.5","845","848","0.9914266616106033","0.9809844493865967","1","507.5","507","508","0.9986843168735504","0.9973685145378113","1.0000001192092896","507.5","507","508","0.9991229176521301","0.9982457160949707","1.0000001192092896","507.5","507","508","0.9994445443153381","0.9988889694213867","1.0000001192092896"
"170","851.5","850","853","0.9958786517381668","0.990867555141449","1","851.5","850","853","0.9888359159231186","0.9821029305458069","0.9965753555297852","851.5","850","853","0.9978973716497421","0.9938725829124451","1","510.5","510","511","0.9925955832004547","0.9873188138008118","0.9978723526000977","510.5","510","511","0.9926523268222809","0.9853046536445618","1","510.5","510","511","0.9926523268222809","0.9853046536445618","1"
"171","856.5","855","858","0.9993961155414581","0.9975845217704773","1","856.5","855","858","0.9927097707986832","0.9832134246826172","0.9999999403953552","856.5","855","858","0.993341326713562","0.9863945245742798","0.9975845217704773","513.5","513","514","0.9826086759567261","0.981521725654602","0.9836956262588501","513.5","513","514","0.9934782683849335","0.9869565367698669","1","513.5","513","514","0.9911988973617554","0.9851449728012085","0.9972528219223022"
"172","861.5","860","863","1.0000000149011612","0.9999999403953552","1.0000001192092896","861.5","860","863","0.9869317263364792","0.9793029427528381","0.9999999403953552","861.5","860","863","0.9972952157258987","0.9933775663375854","1","516.5","516","517","0.9999999701976776","0.9999999403953552","1","516.5","516","517","0.9999999701976776","0.9999999403953552","1","516.5","516","517","0.9999999701976776","0.9999999403953552","1"
"173","866.5","865","868","0.9974137842655182","0.9896551370620728","1","866.5","865","868","0.976869061589241","0.964553952217102","0.9863013029098511","866.5","865","868","0.9982390999794006","0.9964286088943481","1","519.5","519","520","0.999456524848938","0.998913049697876","1","519.5","519","520","0.9992401003837585","0.9984802007675171","1","519.5","519","520","0.9967391192913055","0.9934782385826111","1"
"174","871.5","870","873","0.9999999701976776","0.9999998807907104","1","871.5","870","873","0.9953795820474625","0.9836829304695129","1","871.5","870","873","0.9972500801086426","0.990645170211792","1","522.5","522","523","0.9954710006713867","0.9909420013427734","1","522.5","522","523","0.9786476492881775","0.9737827777862549","0.9835125207901001","522.5","522","523","0.9875427782535553","0.9859550595283508","0.9891304969787598"
"175","876.5","875","878","1","1","1","876.5","875","878","0.9886867851018906","0.9859154224395752","0.9913194179534912","876.5","875","878","0.9925631284713745","0.9788732528686523","1","525.5","525","526","0.9982817769050598","0.9965635538101196","1","525.5","525","526","0.9979102909564972","0.9958206415176392","0.9999999403953552","525.5","525","526","0.9975219070911407","0.9965635538101196","0.9984802603721619"
"176","881.5","880","883","1","1","1","881.5","880","883","0.9888738989830017","0.9755555391311646","0.9975669384002686","881.5","880","883","0.9991554170846939","0.9966216683387756","1","528.5","528","529","0.9986559152603149","0.9973118305206299","1","528.5","528","529","1","1","1","528.5","528","529","0.9946236610412598","0.9892473220825195","1"
"177","886.5","885","888","0.9991319477558136","0.9965278506278992","1","886.5","885","888","0.9905821681022644","0.9623287320137024","1","886.5","885","888","0.9965277761220932","0.9861111640930176","1","531.5","531","532","0.9885582327842712","0.9873015880584717","0.9898148775100708","531.5","531","532","1","1","1","531.5","531","532","0.9993055760860443","0.9986111521720886","1"
"178","891.5","890","893","1","1","1","891.5","890","893","0.9981850832700729","0.9945651888847351","1","891.5","890","893","0.9976019114255905","0.9904076457023621","1","534.5","534","535","1","1","1","534.5","534","535","1","1","1","534.5","534","535","1","1","1"
"179","896.5","895","898","0.9976359307765961","0.9905437231063843","1","896.5","895","898","0.9967885613441467","0.9893616437911987","1","896.5","895","898","1","1","1","537.5","537","538","0.9973404109477997","0.9946808815002441","0.9999999403953552","537.5","537","538","0.9999999701976776","0.9999999403953552","1","537.5","537","538","0.9987112879753113","0.9974225759506226","1"
"180","901.5","900","903","1","1","1","901.5","900","903","0.9930547326803207","0.9862068891525269","1","901.5","900","903","0.995647594332695","0.9895833730697632","1","540.5","540","541","1.0000000596046448","1","1.0000001192092896","540.5","540","541","1.0000000596046448","1","1.0000001192092896","540.5","540","541","0.9982456564903259","0.9964913129806519","1"
"181","906.5","905","908","1","1","1","906.5","905","908","1","1","1","906.5","905","908","1","1","1","543.5","543","544","0.997160404920578","0.9959259629249573","0.9983948469161987","543.5","543","544","1.0000000596046448","1","1.0000001192092896","543.5","543","544","1.0000000596046448","1","1.0000001192092896"
"182","911.5","910","913","0.9974315166473389","0.9897260665893555","1","911.5","910","913","0.9896008372306824","0.9807256460189819","1","911.5","910","913","0.9974137842655182","0.9896551370620728","1","546.5","546","547","1","1","1","546.5","546","547","1","1","1","546.5","546","547","1","1","1"
"183","916.5","915","918","1","1","1","916.5","915","918","1","1","1","916.5","915","918","0.998299315571785","0.9931972622871399","1","549.5","549","550","1.0000000596046448","1","1.0000001192092896","549.5","549","550","0.9992481768131256","0.9984963536262512","1","549.5","549","550","0.9923077821731567","0.9846154451370239","1.0000001192092896"
"184","921.5","920","923","0.9999999850988388","0.9999999403953552","1","921.5","920","923","0.9999999850988388","0.9999999403953552","1","921.5","920","923","0.9994089752435684","0.9976359605789185","1","552.5","552","553","1","1","1","552.5","552","553","0.9991135001182556","0.9982270002365112","1","552.5","552","553","0.9977547824382782","0.9972826242446899","0.9982269406318665"
"185","926.5","925","928","1","1","1","926.5","925","928","0.9994047731161118","0.997619092464447","1","926.5","925","928","0.9973958432674408","0.9895833730697632","1","555.5","555","556","0.9972826242446899","0.9945652484893799","1","555.5","555","556","1","1","1","555.5","555","556","1","1","1"
"186","931.5","930","933","0.9999999850988388","0.9999999403953552","1","931.5","930","933","0.9999999850988388","0.9999999403953552","1","931.5","930","933","0.9990941733121872","0.9963767528533936","1","558.5","558","559","1","1","1","558.5","558","559","1","1","1","558.5","558","559","1","1","1"
"187","936.5","935","938","1","1","1","936.5","935","938","0.995506539940834","0.9820261597633362","1","936.5","935","938","0.9983443915843964","0.9933775663375854","1","561.5","561","562","0.9980035424232483","0.9972826242446899","0.9987244606018066","561.5","561","562","1","1","1","561.5","561","562","0.9974489808082581","0.9948979616165161","1"
"188","941.5","940","943","1","1","1","941.5","940","943","0.9974137991666794","0.9896551966667175","1","941.5","940","943","0.9974137991666794","0.9896551966667175","1","564.5","564","565","1","1","1","564.5","564","565","0.9985955059528351","0.9971910119056702","1","564.5","564","565","1","1","1"
"189","946.5","945","948","0.9987076222896576","0.9964538812637329","1","946.5","945","948","0.9982758462429047","0.9931033849716187","1","946.5","945","948","0.9991134703159332","0.9964538812637329","1","567.5","567","568","0.9988636374473572","0.9977272748947144","1","567.5","567","568","1","1","1","567.5","567","568","1","1","1"
"190","951.5","950","953","1","1","1","951.5","950","953","0.9991258680820465","0.996503472328186","1","951.5","950","953","1","1","1","570.5","570","571","1.0000000596046448","1","1.0000001192092896","570.5","570","571","1.0000000596046448","1","1.0000001192092896","570.5","570","571","1.0000000596046448","1","1.0000001192092896"
"191","956.5","955","958","0.9999999850988388","0.9999999403953552","1","956.5","955","958","0.9999999850988388","0.9999999403953552","1","956.5","955","958","0.9979310184717178","0.9917241334915161","1","573.5","573","574","0.9945055246353149","0.9890110492706299","1","573.5","573","574","1","1","1","573.5","573","574","1","1","1"
"192","961.5","960","963","1","1","1","961.5","960","963","1","1","1","961.5","960","963","1","1","1","576.5","576","577","1","1","1","576.5","576","577","1","1","1","576.5","576","577","0.9931319057941437","0.9862638115882874","1"
"193","966.5","965","968","0.9999999850988388","0.9999999403953552","1","966.5","965","968","0.9973277747631073","0.9928572177886963","1","966.5","965","968","0.9995535463094711","0.9982142448425293","1","579.5","579","580","1.0000000596046448","1","1.0000001192092896","579.5","579","580","1.0000000596046448","1","1.0000001192092896","579.5","579","580","1.0000000596046448","1","1.0000001192092896"
"194","971.5","970","973","1","1","1","971.5","970","973","0.9933907985687256","0.9770114421844482","1","971.5","970","973","1","1","1","582.5","582","583","0.9911510348320007","0.9859650135040283","0.9963370561599731","582.5","582","583","0.9991228580474854","0.9982457160949707","1","582.5","582","583","0.9981685876846313","0.9963370561599731","1.0000001192092896"
"195","976.5","975","978","0.9973958432674408","0.9895833730697632","1","976.5","975","978","0.9968250691890717","0.9895833730697632","1","976.5","975","978","0.9973958432674408","0.9895833730697632","1","585.5","585","586","0.9972527325153351","0.9945055246353149","0.9999999403953552","585.5","585","586","0.9999999701976776","0.9999999403953552","1","585.5","585","586","0.9982817769050598","0.9965635538101196","1"
"196","981.5","980","983","1","1","1","981.5","980","983","0.9991071373224258","0.9964285492897034","1","981.5","980","983","1","1","1","588.5","588","589","1","1","1","588.5","588","589","1","1","1","588.5","588","589","1","1","1"
"197","986.5","985","988","0.9999999850988388","0.9999999403953552","1","986.5","985","988","0.9991378933191299","0.9965516328811646","1","986.5","985","988","0.9976763129234314","0.9931033849716187","1","591.5","591","592","0.9989247918128967","0.9978494644165039","1.0000001192092896","591.5","591","592","1.0000000596046448","1","1.0000001192092896","591.5","591","592","1.0000000596046448","1","1.0000001192092896"
"198","991.5","990","993","0.9999999850988388","0.9999999403953552","1","991.5","990","993","0.9973021596670151","0.9892086386680603","1","991.5","990","993","0.9999999850988388","0.9999999403953552","1","594.5","594","595","0.9962365627288818","0.9946236610412598","0.9978494644165039","594.5","594","595","1","1","1","594.5","594","595","0.9986559152603149","0.9973118305206299","1"
"199","996.5","995","998","0.9999999850988388","0.9999999403953552","1","996.5","995","998","0.9995535612106323","0.9982143044471741","1","996.5","995","998","0.9999999850988388","0.9999999403953552","1","597.5","597","598","1","1","1","597.5","597","598","1","1","1","597.5","597","598","1","1","1"
