"epoch","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MAX","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - _step__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.9 - acc/train__MAX","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MAX","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MIN","CMF-resnext50-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MAX","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MIN","CMF-resnet18-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - _step__MAX","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MIN","CMF-densenet121-cifar100-d10-tau10.0-epoch200-lr0.1-momentum-0.1 - acc/train__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnet18-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","resnext50-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - _step__MAX","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MIN","densenet121-cifar100-d10-tau10.0-epoch200-lr0.1 - acc/train__MAX"
"56","168.5","168","169","0.779926985502243","0.7690961956977844","0.7907577753067017","168.5","168","169","0.8102526366710663","0.8082205653190613","0.8122847080230713","168.5","168","169","0.7782097160816193","0.7687251567840576","0.7876942753791809","168.5","168","169","0.8500421941280365","0.8456553220748901","0.8544290661811829","168.5","168","169","0.8562204837799072","0.8459726572036743","0.8664683103561401","168.5","168","169","0.8469124734401703","0.8369300961494446","0.856894850730896","168.5","168","169","0.7185835540294647","0.7158145308494568","0.7213525772094727","168.5","168","169","0.7375120222568512","0.7095974087715149","0.7654266357421875","168.5","168","169","0.7084664404392242","0.6966089010238647","0.7203239798545837"
"57","171.5","171","172","0.7759828269481659","0.7710884213447571","0.7808772325515747","171.5","171","172","0.7739651203155518","0.7409574389457703","0.8069728016853333","171.5","171","172","0.7545532286167145","0.7365978956222534","0.7725085616111755","171.5","171","172","0.8720226585865021","0.8625447750091553","0.8815005421638489","171.5","171","172","0.8569656908512115","0.8409722447395325","0.8729591369628906","171.5","171","172","0.8663989007472992","0.8659574389457703","0.8668403625488281","171.5","171","172","0.6882989406585693","0.6616319417953491","0.7149659395217896","171.5","171","172","0.7452912628650665","0.721875011920929","0.7687075138092041","171.5","171","172","0.7455825805664062","0.7175257205963135","0.773639440536499"
"58","174.5","174","175","0.7716304361820221","0.750275731086731","0.7929851412773132","174.5","174","175","0.7542209327220917","0.74858158826828","0.7598602771759033","174.5","174","175","0.7700016498565674","0.7397416234016418","0.8002616763114929","174.5","174","175","0.8435289263725281","0.8240143656730652","0.863043487071991","174.5","174","175","0.8496625423431396","0.8077760934829712","0.8915489912033081","174.5","174","175","0.8480107188224792","0.8239648342132568","0.8720566034317017","174.5","174","175","0.7111528813838959","0.6917933225631714","0.7305124402046204","174.5","174","175","0.7377556264400482","0.7043899297714233","0.7711213231086731","174.5","174","175","0.7318080365657806","0.6683779954910278","0.7952380776405334"
"59","177.5","177","178","0.767858475446701","0.7645363807678223","0.7711805701255798","177.5","177","178","0.7568452954292297","0.7263641357421875","0.787326455116272","177.5","177","178","0.7925759851932526","0.7924436330795288","0.7927083373069763","177.5","177","178","0.8504545986652374","0.828166127204895","0.8727430701255798","177.5","177","178","0.871566504240036","0.8539518713951111","0.8891811370849609","177.5","177","178","0.845296174287796","0.8246200680732727","0.8659722805023193","177.5","177","178","0.7071694731712341","0.6698944568634033","0.7444444894790649","177.5","177","178","0.72784423828125","0.7065476179122925","0.7491408586502075","177.5","177","178","0.6996280252933502","0.6787698864936829","0.7204861640930176"
"60","180.5","180","181","0.7795901000499725","0.7156357765197754","0.8435444235801697","180.5","180","181","0.7774749398231506","0.7322694659233093","0.8226804137229919","180.5","180","181","0.7959113419055939","0.7395389676094055","0.8522837162017822","180.5","180","181","0.8679664134979248","0.8338710069656372","0.9020618200302124","180.5","180","181","0.841269850730896","0.8111110925674438","0.8714286088943481","180.5","180","181","0.8699247539043427","0.86543869972229","0.8744108080863953","180.5","180","181","0.7256873846054077","0.6506944894790649","0.8006802797317505","180.5","180","181","0.752108633518219","0.7259649038314819","0.778252363204956","180.5","180","181","0.7323491275310516","0.6864912509918213","0.778207004070282"
"61","183.5","183","184","0.7744185924530029","0.7652631998062134","0.7835739850997925","183.5","183","184","0.7886869311332703","0.768390417098999","0.8089834451675415","183.5","183","184","0.7751129269599915","0.756959080696106","0.793266773223877","183.5","183","184","0.8509384989738464","0.8473684191703796","0.8545085787773132","183.5","183","184","0.8773959875106812","0.862677276134491","0.8921146988868713","183.5","183","184","0.8799201846122742","0.878144383430481","0.8816959857940674","183.5","183","184","0.7158493399620056","0.7062851190567017","0.7254135608673096","183.5","183","184","0.7449403703212738","0.7342661023139954","0.7556146383285522","183.5","183","184","0.7726857364177704","0.7223345041275024","0.8230369687080383"
"62","186.5","186","187","0.7770391404628754","0.7669980525970459","0.7870802283287048","186.5","186","187","0.7530528008937836","0.7209426760673523","0.7851629257202148","186.5","186","187","0.7844302654266357","0.746504545211792","0.8223559856414795","186.5","186","187","0.871842622756958","0.8473434448242188","0.8963418006896973","186.5","186","187","0.8532222211360931","0.836030900478363","0.8704135417938232","186.5","186","187","0.8418937921524048","0.8392981290817261","0.8444894552230835","186.5","186","187","0.7209013998508453","0.6786573529243469","0.7631454467773438","186.5","186","187","0.7042622864246368","0.6996272802352905","0.7088972926139832","186.5","186","187","0.7129898071289062","0.7088220715522766","0.7171575427055359"
"63","189.5","189","190","0.7721053063869476","0.7463158369064331","0.7978947758674622","189.5","189","190","0.7722254395484924","0.7513889074325562","0.7930619716644287","189.5","189","190","0.771602213382721","0.767509937286377","0.7756944894790649","189.5","189","190","0.8301381468772888","0.8142361640930176","0.8460401296615601","189.5","189","190","0.847517728805542","0.8285460472106934","0.8664894104003906","189.5","189","190","0.8351253867149353","0.832882285118103","0.8373684883117676","189.5","189","190","0.7305204272270203","0.7216311693191528","0.7394096851348877","189.5","189","190","0.7466989457607269","0.7094501256942749","0.783947765827179","189.5","189","190","0.722923070192337","0.7012280821800232","0.7446180582046509"
"64","192.5","192","193","0.8074752986431122","0.7741767764091492","0.8407738208770752","192.5","192","193","0.7909217774868011","0.7891337275505066","0.7927098274230957","192.5","192","193","0.7754484415054321","0.7721554040908813","0.7787414789199829","192.5","192","193","0.8427053391933441","0.8174185752868652","0.867992103099823","192.5","192","193","0.8615157306194305","0.8588610291481018","0.8641704320907593","192.5","192","193","0.8331019282341003","0.8162782192230225","0.8499256372451782","192.5","192","193","0.7109898924827576","0.6999499201774597","0.7220298647880554","192.5","192","193","0.7399054169654846","0.7305639982223511","0.7492468357086182","192.5","192","193","0.7324655055999756","0.7107522487640381","0.7541787624359131"
"65","195.5","195","196","0.833540141582489","0.8285965323448181","0.8384837508201599","195.5","195","196","0.8031827509403229","0.7934707403182983","0.8128947615623474","195.5","195","196","0.8037589192390442","0.7929563522338867","0.8145614862442017","195.5","195","196","0.8951882421970367","0.895087718963623","0.8952887654304504","195.5","195","196","0.9188399314880371","0.9181003570556641","0.9195795059204102","195.5","195","196","0.8622767925262451","0.8618055582046509","0.8627480268478394","195.5","195","196","0.7806645035743713","0.7758503556251526","0.7854786515235901","195.5","195","196","0.7786768674850464","0.7756944894790649","0.7816592454910278","195.5","195","196","0.7885902523994446","0.780350923538208","0.7968295812606812"
"66","198.5","198","199","0.7923702299594879","0.7852724194526672","0.7994680404663086","198.5","198","199","0.7515050172805786","0.7421875","0.7608225345611572","198.5","198","199","0.773462325334549","0.7714037895202637","0.7755208611488342","198.5","198","199","0.844534695148468","0.8350515365600586","0.8540178537368774","198.5","198","199","0.8426348865032196","0.8279514312744141","0.8573183417320251","198.5","198","199","0.8493398427963257","0.8353984355926514","0.86328125","198.5","198","199","0.7019894123077393","0.6823784708976746","0.721600353717804","198.5","198","199","0.6958909332752228","0.68152916431427","0.7102527022361755","198.5","198","199","0.6830968856811523","0.6500859260559082","0.7161078453063965"
"67","201.5","201","202","0.7979458272457123","0.7914893627166748","0.8044022917747498","201.5","201","202","0.7673408687114716","0.7534013390541077","0.7812803983688354","201.5","201","202","0.7623101770877838","0.7556729912757874","0.7689473628997803","201.5","201","202","0.8689457476139069","0.8354609608650208","0.902430534362793","201.5","201","202","0.8446686863899231","0.8445456624031067","0.8447917103767395","201.5","201","202","0.8732364773750305","0.868794322013855","0.877678632736206","201.5","201","202","0.732677549123764","0.7222222089767456","0.7431328892707825","201.5","201","202","0.7375597357749939","0.7159722447395325","0.7591472268104553","201.5","201","202","0.7450892925262451","0.7053819298744202","0.7847966551780701"
"68","204.5","204","205","0.8270282745361328","0.8269360065460205","0.8271205425262451","204.5","204","205","0.8008866608142853","0.7886781096458435","0.813095211982727","204.5","204","205","0.7946537137031555","0.7788659334182739","0.8104414939880371","204.5","204","205","0.8972015380859375","0.8749873042106628","0.9194157719612122","204.5","204","205","0.9071401655673981","0.8879198431968689","0.9263604879379272","204.5","204","205","0.8821171820163727","0.8816326260566711","0.8826017379760742","204.5","204","205","0.7685243189334869","0.7524999976158142","0.7845486402511597","204.5","204","205","0.80440354347229","0.7952016592025757","0.8136054277420044","204.5","204","205","0.7842016220092773","0.7658522129058838","0.8025510311126709"
"69","207.5","207","208","0.770960122346878","0.7624311447143555","0.7794890999794006","207.5","207","208","0.7555254101753235","0.7355442047119141","0.7755066156387329","207.5","207","208","0.7603080868721008","0.7468826770782471","0.7737334966659546","207.5","207","208","0.8568506836891174","0.8242807388305664","0.8894206285476685","207.5","207","208","0.8564183413982391","0.8517665266990662","0.8610701560974121","207.5","207","208","0.8580617010593414","0.8572196364402771","0.8589037656784058","207.5","207","208","0.7379249632358551","0.7042709589004517","0.7715789675712585","207.5","207","208","0.7431781589984894","0.737358808517456","0.7489975094795227","207.5","207","208","0.7377411127090454","0.7171732187271118","0.758309006690979"
"70","210.5","210","211","0.8217717409133911","0.816460132598877","0.8270833492279053","210.5","210","211","0.7657523453235626","0.7428449392318726","0.7886597514152527","210.5","210","211","0.8054339289665222","0.7796875238418579","0.8311803340911865","210.5","210","211","0.8756662607192993","0.8722221851348877","0.8791103363037109","210.5","210","211","0.882423609495163","0.8545635342597961","0.9102836847305298","210.5","210","211","0.8888854682445526","0.8761168122291565","0.9016541242599487","210.5","210","211","0.7758060395717621","0.7687996029853821","0.7828124761581421","210.5","210","211","0.8007851541042328","0.7852632403373718","0.8163070678710938","210.5","210","211","0.7664896845817566","0.7395833730697632","0.79339599609375"
"71","213.5","213","214","0.7945456802845001","0.7715743184089661","0.8175170421600342","213.5","213","214","0.783840000629425","0.7663300037384033","0.8013499975204468","213.5","213","214","0.8326942920684814","0.8097745180130005","0.8556140661239624","213.5","213","214","0.867573082447052","0.8484693765640259","0.8866767883300781","213.5","213","214","0.8742732405662537","0.8576692342758179","0.8908772468566895","213.5","213","214","0.8638919591903687","0.8581597805023193","0.869624137878418","213.5","213","214","0.7577150762081146","0.7367346882820129","0.7786954641342163","213.5","213","214","0.8289850354194641","0.8014787435531616","0.8564913272857666","213.5","213","214","0.7814515829086304","0.769444465637207","0.7934587001800537"
"72","216.5","216","217","0.8235598206520081","0.8194022178649902","0.8277174234390259","216.5","216","217","0.8075560331344604","0.7953125238418579","0.819799542427063","216.5","216","217","0.8210359215736389","0.80164635181427","0.8404254913330078","216.5","216","217","0.8745737969875336","0.8623188138008118","0.8868287801742554","216.5","216","217","0.8898550868034363","0.877173900604248","0.9025362730026245","216.5","216","217","0.8661200702190399","0.8614130020141602","0.8708271384239197","216.5","216","217","0.7466402053833008","0.7265625","0.7667179107666016","216.5","216","217","0.8055602610111237","0.7912280559539795","0.8198924660682678","216.5","216","217","0.7526229321956635","0.7355903387069702","0.7696555256843567"
"73","219.5","219","220","0.8343397080898285","0.8163966536521912","0.8522827625274658","219.5","219","220","0.7929169535636902","0.768602728843689","0.8172311782836914","219.5","219","220","0.8149477243423462","0.7953959703445435","0.8344994783401489","219.5","219","220","0.8820236623287201","0.8756821155548096","0.8883652091026306","219.5","219","220","0.9021081328392029","0.8842757940292358","0.9199404716491699","219.5","219","220","0.859343409538269","0.8585070371627808","0.8601797819137573","219.5","219","220","0.772533118724823","0.7305841445922852","0.8144820928573608","219.5","219","220","0.77065110206604","0.7523809671401978","0.7889212369918823","219.5","219","220","0.7707852423191071","0.7596219778060913","0.7819485068321228"
"74","222.5","222","223","0.8283781707286835","0.8217293620109558","0.8350269794464111","222.5","222","223","0.8300359547138214","0.803123414516449","0.8569484949111938","222.5","222","223","0.8397746384143829","0.8234511017799377","0.8560981750488281","222.5","222","223","0.8574601113796234","0.839774489402771","0.8751457333564758","222.5","222","223","0.8502027988433838","0.8125313520431519","0.8878742456436157","222.5","222","223","0.849241316318512","0.8155866265296936","0.8828960061073303","222.5","222","223","0.7319884896278381","0.7073391675949097","0.7566378116607666","222.5","222","223","0.8059349358081818","0.7911458611488342","0.8207240104675293","222.5","222","223","0.7893049716949463","0.7649624347686768","0.8136475086212158"
"75","225.5","225","226","0.8148200809955597","0.8114583492279053","0.8181818127632141","225.5","225","226","0.8245749473571777","0.8237112760543823","0.8254386186599731","225.5","225","226","0.7896853685379028","0.7822917103767395","0.7970790266990662","225.5","225","226","0.8941470980644226","0.8918403387069702","0.896453857421875","225.5","225","226","0.916894406080246","0.8905264139175415","0.9432623982429504","225.5","225","226","0.8934923708438873","0.8812500238418579","0.9057347178459167","225.5","225","226","0.7770833671092987","0.7701389193534851","0.7840278148651123","225.5","225","226","0.7876204252243042","0.7675347328186035","0.8077061176300049","225.5","225","226","0.7737337350845337","0.7597938179969788","0.7876736521720886"
"76","228.5","228","229","0.819038063287735","0.8065348863601685","0.8315412402153015","228.5","228","229","0.818871408700943","0.8155797123908997","0.8221631050109863","228.5","228","229","0.8240121603012085","0.8097518086433411","0.8382725119590759","228.5","228","229","0.8764609396457672","0.8592198491096497","0.8937020301818848","228.5","228","229","0.860885739326477","0.8415789604187012","0.8801925182342529","228.5","228","229","0.8526975810527802","0.8333333134651184","0.8720618486404419","228.5","228","229","0.74237459897995","0.7378419637680054","0.7469072341918945","228.5","228","229","0.7886601686477661","0.7820078134536743","0.7953125238418579","228.5","228","229","0.7853153944015503","0.778174638748169","0.7924561500549316"
"77","231.5","231","232","0.8214033544063568","0.803483784198761","0.8393229246139526","231.5","231","232","0.8075067698955536","0.7969387769699097","0.8180747628211975","231.5","231","232","0.8112114667892456","0.7799749970436096","0.8424479365348816","231.5","231","232","0.8719478249549866","0.8300658464431763","0.9138298034667969","231.5","231","232","0.8951246738433838","0.8745683431625366","0.915681004524231","231.5","231","232","0.8700840175151825","0.8543433547019958","0.8858246803283691","231.5","231","232","0.7835379242897034","0.7706348896026611","0.7964409589767456","231.5","231","232","0.7620458602905273","0.7072655558586121","0.8168261647224426","231.5","231","232","0.7798579335212708","0.769444465637207","0.7902714014053345"
"78","234.5","234","235","0.83740234375","0.8188775777816772","0.8559271097183228","234.5","234","235","0.8111875057220459","0.7807337045669556","0.8416413068771362","234.5","234","235","0.820726603269577","0.8177419304847717","0.8237112760543823","234.5","234","235","0.8989349007606506","0.8902506828308105","0.9076191186904907","234.5","234","235","0.9076899290084839","0.880075216293335","0.9353046417236328","234.5","234","235","0.9011068940162659","0.888516902923584","0.9136968851089478","234.5","234","235","0.7667858302593231","0.7546115517616272","0.778960108757019","234.5","234","235","0.7880176305770874","0.7468494176864624","0.8291858434677124","234.5","234","235","0.7540235221385956","0.7192400097846985","0.7888070344924927"
"79","237.5","237","238","0.8380316197872162","0.8336805701255798","0.8423826694488525","237.5","237","238","0.8302505910396576","0.8255208134651184","0.8349803686141968","237.5","237","238","0.8076428174972534","0.8071259260177612","0.8081597089767456","237.5","237","238","0.9165518581867218","0.8986111283302307","0.9344925880432129","237.5","237","238","0.88369220495224","0.8769329786300659","0.8904514312744141","237.5","237","238","0.8806531429290771","0.8798826932907104","0.8814235925674438","237.5","237","238","0.7652312517166138","0.7650110721588135","0.7654514312744141","237.5","237","238","0.8220152258872986","0.8055555820465088","0.8384748697280884","237.5","237","238","0.7938964664936066","0.7784391641616821","0.809353768825531"
"80","240.5","240","241","0.8405925631523132","0.8289223909378052","0.8522627353668213","240.5","240","241","0.7871304154396057","0.7634838223457336","0.8107770085334778","240.5","240","241","0.8010132610797882","0.782433271408081","0.8195932507514954","240.5","240","241","0.8890510201454163","0.8599334359169006","0.9181686043739319","240.5","240","241","0.8765324056148529","0.8630192279815674","0.8900455832481384","240.5","240","241","0.8675547242164612","0.8600335121154785","0.8750759363174438","240.5","240","241","0.7708900272846222","0.7584962844848633","0.7832837700843811","240.5","240","241","0.7820147573947906","0.7504134178161621","0.8136160969734192","240.5","240","241","0.8085998892784119","0.7935422658920288","0.8236575126647949"
"81","243.5","243","244","0.847566694021225","0.8090932369232178","0.8860401511192322","243.5","243","244","0.8194441497325897","0.8184837698936462","0.8204045295715332","243.5","243","244","0.8253494501113892","0.8129836320877075","0.8377152681350708","243.5","243","244","0.8768004179000854","0.8707093596458435","0.8828914761543274","243.5","243","244","0.9100223481655121","0.8891563415527344","0.9308883547782898","243.5","243","244","0.8777670562267303","0.8566869497299194","0.8988471627235413","243.5","243","244","0.7665132284164429","0.7653534412384033","0.7676730155944824","243.5","243","244","0.8110614717006683","0.8007680773735046","0.821354866027832","243.5","243","244","0.7993562817573547","0.7960739135742188","0.8026386499404907"
"82","246.5","246","247","0.8523872494697571","0.8226316571235657","0.8821428418159485","246.5","246","247","0.8310176730155945","0.8156682252883911","0.8463671207427979","246.5","246","247","0.8109894692897797","0.8032069206237793","0.81877201795578","246.5","246","247","0.890015721321106","0.8806451559066772","0.8993862867355347","246.5","246","247","0.8927833139896393","0.8815411925315857","0.9040254354476929","246.5","246","247","0.8843922913074493","0.8586717247962952","0.9101128578186035","246.5","246","247","0.7584606409072876","0.7270833253860474","0.7898379564285278","246.5","246","247","0.8078350126743317","0.7451889514923096","0.8704810738563538","246.5","246","247","0.7893516719341278","0.7604166865348816","0.818286657333374"
"83","249.5","249","250","0.8567431569099426","0.8403534293174744","0.8731328845024109","249.5","249","250","0.8407465219497681","0.805476188659668","0.8760168552398682","249.5","249","250","0.8480326533317566","0.842255711555481","0.8538095951080322","249.5","249","250","0.891455888748169","0.8763641119003296","0.9065476655960083","249.5","249","250","0.8967315554618835","0.8930535316467285","0.9004095792770386","249.5","249","250","0.9014647006988525","0.8979626893997192","0.9049667119979858","249.5","249","250","0.806517481803894","0.777270495891571","0.835764467716217","249.5","249","250","0.8468865156173706","0.8177579641342163","0.8760150671005249","249.5","249","250","0.8335257470607758","0.8259371519088745","0.841114342212677"
"84","252.5","252","253","0.8222854137420654","0.7907017469406128","0.8538690805435181","252.5","252","253","0.8279955983161926","0.8032737970352173","0.852717399597168","252.5","252","253","0.8199063539505005","0.7839347124099731","0.8558779954910278","252.5","252","253","0.9103046655654907","0.9049451351165771","0.9156641960144043","252.5","252","253","0.8793334066867828","0.8789682388305664","0.8796985745429993","252.5","252","253","0.8993223011493683","0.8957427740097046","0.902901828289032","252.5","252","253","0.8240619599819183","0.8103723526000977","0.837751567363739","252.5","252","253","0.8132923245429993","0.8048104643821716","0.8217741847038269","252.5","252","253","0.8313004076480865","0.8185283541679382","0.8440724611282349"
"85","255.5","255","256","0.8629981577396393","0.8331650495529175","0.8928312659263611","255.5","255","256","0.8254631757736206","0.8084093332290649","0.8425170183181763","255.5","255","256","0.8281730711460114","0.8260740041732788","0.8302721381187439","255.5","255","256","0.9084184169769287","0.9000000357627869","0.9168367981910706","255.5","255","256","0.9128901362419128","0.9040631055831909","0.9217171669006348","255.5","255","256","0.9226861298084259","0.9226449728012085","0.9227272868156433","255.5","255","256","0.7804436087608337","0.778900682926178","0.7819865345954895","255.5","255","256","0.8346901834011078","0.8304347991943359","0.8389455676078796","255.5","255","256","0.7894250154495239","0.7824214696884155","0.7964285612106323"
"86","258.5","258","259","0.8354214429855347","0.81087726354599","0.8599656224250793","258.5","258","259","0.8566782772541046","0.8529824614524841","0.8603740930557251","258.5","258","259","0.8719040155410767","0.8638761043548584","0.8799319267272949","258.5","258","259","0.9161738753318787","0.8906810283660889","0.9416667222976685","258.5","258","259","0.9085551500320435","0.8989130258560181","0.9181972742080688","258.5","258","259","0.8919610977172852","0.8857142925262451","0.8982079029083252","258.5","258","259","0.804928332567215","0.7993196845054626","0.8105369806289673","258.5","258","259","0.8210152387619019","0.8129630088806152","0.8290674686431885","258.5","258","259","0.8072762787342072","0.772296667098999","0.8422558903694153"
"87","261.5","261","262","0.8224982023239136","0.8158234357833862","0.8291729688644409","261.5","261","262","0.835104912519455","0.8186057209968567","0.8516041040420532","261.5","261","262","0.8605569005012512","0.8598747253417969","0.8612390756607056","261.5","261","262","0.8958214223384857","0.8826566934585571","0.9089861512184143","261.5","261","262","0.9009919166564941","0.8693233728408813","0.9326604604721069","261.5","261","262","0.9113465547561646","0.9093445539474487","0.9133485555648804","261.5","261","262","0.7894799411296844","0.7662699222564697","0.8126899600028992","261.5","261","262","0.8088172972202301","0.8040852546691895","0.8135493397712708","261.5","261","262","0.7775173783302307","0.7602182626724243","0.7948164939880371"
"88","264.5","264","265","0.8333913683891296","0.8328282833099365","0.8339544534683228","264.5","264","265","0.8487614691257477","0.8447278738021851","0.8527950644493103","264.5","264","265","0.8295071423053741","0.8188940286636353","0.840120255947113","264.5","264","265","0.9062434732913971","0.8999869227409363","0.9125000238418579","264.5","264","265","0.9036838710308075","0.8966146111488342","0.9107531309127808","264.5","264","265","0.9043772220611572","0.8812370300292969","0.9275174140930176","264.5","264","265","0.8233498930931091","0.8157986402511597","0.8309011459350586","264.5","264","265","0.837123841047287","0.8099489808082581","0.8642987012863159","264.5","264","265","0.8086952269077301","0.789776623249054","0.8276138305664062"
"89","267.5","267","268","0.853447437286377","0.8459649085998535","0.8609299659729004","267.5","267","268","0.853774219751358","0.8325483798980713","0.8750000596046448","267.5","267","268","0.867652416229248","0.8611728549003601","0.874131977558136","267.5","267","268","0.8959000110626221","0.8853087425231934","0.9064912796020508","267.5","267","268","0.9088419079780579","0.879243016242981","0.9384407997131348","267.5","267","268","0.9052073955535889","0.8769022226333618","0.9335125684738159","267.5","267","268","0.8058803677558899","0.7930107116699219","0.8187500238418579","267.5","267","268","0.809796929359436","0.8056763410568237","0.8139175176620483","267.5","267","268","0.81682088971138","0.8018041253089905","0.8318376541137695"
"90","270.5","270","271","0.8305793106555939","0.8105441927909851","0.8506144285202026","270.5","270","271","0.8567492961883545","0.8517730236053467","0.8617255687713623","270.5","270","271","0.855647087097168","0.8498246073722839","0.861469566822052","270.5","270","271","0.9127594232559204","0.9083203077316284","0.9171985387802124","270.5","270","271","0.9108877182006836","0.8994737863540649","0.9223016500473022","270.5","270","271","0.8720767796039581","0.8627147674560547","0.8814387917518616","270.5","270","271","0.7939144670963287","0.7934707403182983","0.7943581938743591","270.5","270","271","0.8574005961418152","0.8540351390838623","0.8607660531997681","270.5","270","271","0.8065096437931061","0.8021276593208313","0.8108916282653809"
"91","273.5","273","274","0.8713871836662292","0.8663082122802734","0.8764661550521851","273.5","273","274","0.8201767206192017","0.7969071865081787","0.8434462547302246","273.5","273","274","0.869830310344696","0.8541237115859985","0.8855369091033936","273.5","273","274","0.9072026014328003","0.9030576944351196","0.911347508430481","273.5","273","274","0.9151800870895386","0.9010869264602661","0.929273247718811","273.5","273","274","0.9157817661762238","0.8901755213737488","0.9413880109786987","273.5","273","274","0.8150210380554199","0.8077016472816467","0.8223404288291931","273.5","273","274","0.845327615737915","0.8173469305038452","0.8733083009719849","273.5","273","274","0.8373305797576904","0.8024054765701294","0.8722556829452515"
